genero,municipio_de_nacimiento,pais,municipio_direccion,barrio_direccion,estrato,estado_civil,eps,zona,nivel_de_formacion,ocupacion,medio_de_transporte,estado,fecha_de_matricula,jornada,programa,periodo,nivel,edad,periodo_era_mt,anio_periodo,semestre_periodo,estrato_imputado,transporte_imputado,anio_matricula,mes_matricula,desercion
Masculino,Betulia,Colombia,Itagui,San Pio X,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Aplazamiento Semestre,2017-01-18 10:00:00,NOCHE,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2017-2,SEMESTRE 1,32,0,2017,2,0,0,2017.0,1.0,1.0
Masculino,,Colombia,Envigado,Barrio Mesa,4,Soltero(a),Cafesalud  EPS,Urbana,Media,Desempleado,Bicicleta,Inactivo,2017-07-06 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2017-2,SEMESTRE 1,28,0,2017,2,0,0,2017.0,7.0,1.0
Femenino,Medellín,Colombia,Envigado,El Chocho,2,Soltero(a),Savia Salud,Rural,,Estudiante básica,Transporte público,Activo,2021-09-06 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,9.0,0.0
Femenino,Medellín,Colombia,Envigado,La Magnolia,2,Unión libre,EPS Sura,Rural,Básica secundaria,Empleado,A pie,Sancionado,2021-07-27 10:00:00,NOCHE,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,2021-2,SEMESTRE 1,49,0,2021,2,0,0,2021.0,7.0,1.0
Femenino,Medellín,Colombia,Envigado,El Salado,2,Soltero(a),SISBEN,Urbana,Pregrado,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2015-2,SEMESTRE 2,32,0,2015,2,0,1,2015.0,2.0,0.0
Masculino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),,Urbana,Media,Empleado,Transporte público,Inactivo,2014-06-21 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2015-2,SEMESTRE 2,25,0,2015,2,0,0,2014.0,6.0,1.0
Masculino,Medellín,Colombia,Medellín,,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,Moto,Graduado,2017-01-05 10:00:00,NOCHE,15T-TÉCNICO LABORAL EN ELECTRICIDAD (Estudiantes Antiguos),2018-1,SEMESTRE 2,30,0,2018,1,0,0,2017.0,1.0,0.0
Masculino,,Colombia,Envigado,Centro,3,Soltero(a),,Urbana,,,Transporte público,Inactivo,2014-06-21 10:00:00,NOCHE,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2014-2,SEMESTRE 1,33,0,2014,2,0,1,2014.0,6.0,1.0
Femenino,Santa Rosa De Cabal,Colombia,Envigado,El Chinguí,2,Casado(a),EPS Sura,Rural,Media,Empleado,Transporte público,Activo,2022-02-12 10:00:00,DIURNA,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,2022-1,SEMESTRE 1,31,0,2022,1,0,0,2022.0,2.0,0.0
Femenino,Envigado,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Graduado,2019-01-15 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2019-2,SEMESTRE 2,28,0,2019,2,0,0,2019.0,1.0,0.0
Femenino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2020-02-04 10:00:00,NOCHE,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2020-2,SEMESTRE 2,35,0,2020,2,0,0,2020.0,2.0,0.0
Masculino,Apartadó,Colombia,Bello,Bello,3,Casado(a),Salud Total EPS,Urbana,Básica secundaria,Empleado,Moto,Inactivo,2017-01-06 10:00:00,NOCHE,TÉCNICO LABORAL EN ELECTRÓNICA Y ELECTRICIDAD AUTOMOTRIZ,2017-1,SEMESTRE 1,33,0,2017,1,0,0,2017.0,1.0,1.0
Masculino,Panamá,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2018-07-11 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2019-1,SEMESTRE 2,22,0,2019,1,0,0,2018.0,7.0,0.0
Femenino,Samaná,Colombia,Envigado,Barrio Mesa,3,Viudo(a),,Urbana,Media,Desempleado,Transporte público,Inactivo,2015-02-03 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2015-2,SEMESTRE 2,68,0,2015,2,0,1,2015.0,2.0,1.0
Femenino,Medellín,Colombia,Envigado,San Rafael,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Cancelado,2020-08-14 10:00:00,NOCHE,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,2020-2,SEMESTRE 1,29,0,2020,2,0,0,2020.0,8.0,1.0
Femenino,Medellín,Colombia,Medellín,,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante básica,A pie,Graduado,2018-01-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA TECNICO LABORAL AUXILIAR ADMINISTRATIVO CON ENFASIS EN SISTEMAS,2018-1,DÉCIMO,19,1,2018,1,0,0,2018.0,1.0,0.0
Masculino,Medellín,Colombia,Medellín,El Salado,6,Soltero(a),Savia Salud,Urbana - rural,,Estudiante superior,A pie,Inactivo,2021-06-23 10:00:00,MEDIA TÉCNICA,MEDIA TECNICA TECNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2021-1,DÉCIMO,16,1,2021,1,0,0,2021.0,6.0,0.0
Masculino,Bello,Colombia,Envigado,Barrio Mesa,3,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Transporte público,Graduado,2015-05-28 10:00:00,NOCHE,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2016-2,SEMESTRE 2,29,0,2016,2,0,1,2015.0,5.0,0.0
Femenino,Medellín,Colombia,Envigado,La Paz,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Moto,Inactivo,2021-10-01 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,10.0,0.0
Femenino,Medellín,Colombia,Envigado,Alto De Misael,2,Soltero(a),,Urbana,Básica secundaria,Estudiante básica,Transporte público,Graduado,2016-01-22 10:00:00,DIURNA,27T-TÉCNICO LABORAL EN MERCADEO Y VENTAS (Estudiantes Antiguos),2017-1,SEMESTRE 1,24,0,2017,1,0,1,2016.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,San Rafael,2,Unión libre,Cafesalud  EPS,Urbana,Media,Empleado,Moto,Graduado,2016-05-05 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-1,SEMESTRE 2,41,0,2017,1,0,0,2016.0,5.0,0.0
Masculino,Amagá,Colombia,Envigado,Alto De Misael,2,Casado(a),EPS Sura,Urbana,,Empleado,Transporte público,Sancionado,2021-07-29 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2021-2,SEMESTRE 1,42,0,2021,2,0,0,2021.0,7.0,1.0
Masculino,Itagui,Colombia,Envigado,Alto De Misael,3,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2016-06-14 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2018-1,SEMESTRE 2,25,0,2018,1,0,0,2016.0,6.0,1.0
Masculino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),,Urbana,Media,Estudiante superior,Transporte público,Aplazamiento Semestre,2016-06-24 10:00:00,DIURNA,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),2017-1,SEMESTRE 2,43,0,2017,1,0,0,2016.0,6.0,1.0
Masculino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),SISBEN,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2016-07-08 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2016-2,SEMESTRE 1,38,0,2016,2,0,1,2016.0,7.0,1.0
Masculino,Medellín,Colombia,Medellín,Pedregal,2,,,,,,Transporte público,Activo,2020-11-24 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,30,0,2020,2,1,1,2020.0,11.0,0.0
Masculino,Cáceres,Colombia,Envigado,La Magnolia,3,Separado(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Graduado,2017-06-29 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-2,SEMESTRE 2,47,0,2018,2,0,0,2017.0,6.0,0.0
Masculino,Envigado,Colombia,Envigado,La Mina,3,Unión libre,Suramericana,Urbana,Media,Independiente,Automóvil,Activo,2020-10-20 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,31,0,2020,2,0,0,2020.0,10.0,0.0
Masculino,Medellín,Colombia,Medellín,El Salado,1,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2019-05-27 10:00:00,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,2020-1,SEMESTRE 2,21,0,2020,1,0,0,2019.0,5.0,0.0
Masculino,Medellín,Colombia,Envigado,Alcalá,3,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Media,Estudiante superior,Bicicleta,Aplazamiento Semestre,2019-01-25 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2019-2,SEMESTRE 2,25,0,2019,2,0,0,2019.0,1.0,1.0
Femenino,Medellín,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Rural,Media,Desempleado,Transporte público,Graduado,2018-01-05 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2018-2,SEMESTRE 2,35,0,2018,2,0,0,2018.0,1.0,0.0
Femenino,Medellín,Colombia,Envigado,San Marcos,4,,,,,,Transporte público,Activo,2020-10-27 10:00:00,DIURNA,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,2020-2,SEMESTRE 1,45,0,2020,2,1,1,2020.0,10.0,0.0
Femenino,Neiva,Colombia,Envigado,El Dorado,4,Casado(a),EPS Sura,Urbana,Pregrado,Empleado,A pie,Inactivo,2018-07-11 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2020-1,SEMESTRE 2,55,0,2020,1,0,0,2018.0,7.0,1.0
Masculino,Barrancabermeja,Colombia,Envigado,Alcalá,3,Soltero(a),Saludcoop EPS  Organismo Cooperativo,Urbana,Media,Desempleado,Transporte público,Inactivo,2018-05-28 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2019-1,SEMESTRE 2,23,0,2019,1,0,0,2018.0,5.0,1.0
Femenino,,Colombia,Medellín,,2,,EPS Sura,Urbana,,,Transporte público,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,1,2020.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,,3,,,,,,Transporte público,Activo,2021-07-28 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2021-2,SEMESTRE 1,31,0,2021,2,1,1,2021.0,7.0,0.0
Femenino,Itagui,Colombia,Envigado,La Sebastiana,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,A pie,Cancelado,2017-01-23 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2017-1,SEMESTRE 1,28,0,2017,1,0,0,2017.0,1.0,1.0
Masculino,,Colombia,Envigado,,2,Soltero(a),,Urbana,,,Transporte público,Inactivo,2014-06-21 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2014-2,SEMESTRE 1,27,0,2014,2,0,1,2014.0,6.0,1.0
Masculino,Itagui,Colombia,Envigado,La Magnolia,3,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,Media,Estudiante superior,Transporte público,Cancelado,2016-08-09 10:00:00,DIURNA,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-2,SEMESTRE 2,23,0,2017,2,0,1,2016.0,8.0,1.0
Masculino,Itagui,Colombia,Envigado,San Rafael,2,Casado(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Inactivo,2015-11-30 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2016-1,SEMESTRE 1,36,0,2016,1,0,1,2015.0,11.0,1.0
Femenino,Medellín,Colombia,Envigado,La Mina,2,Soltero(a),,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-07-25 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,1,1,2020.0,7.0,0.0
Masculino,Medellín,Colombia,Envigado,La Magnolia,3,Soltero(a),,Urbana,Media,Empleado,Transporte público,Graduado,2017-07-14 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2019-2,SEMESTRE 2,24,0,2019,2,0,0,2017.0,7.0,0.0
Femenino,,Colombia,Envigado,El Trianón,3,,,,,,Transporte público,Inactivo,2019-05-22 10:00:00,NOCHE,CURSO EXTENSIÓN EXCEL,2019-1,SEMESTRE 1,61,0,2019,1,1,1,2019.0,5.0,1.0
Femenino,Envigado,Colombia,Envigado,Zona Centro,3,Soltero(a),Savia Salud,Urbana,,Estudiante superior,A pie,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,18,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Ciudad Bolívar,Colombia,Envigado,El Salado,2,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Activo,2022-01-21 10:00:00,NOCHE,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,2022-1,SEMESTRE 1,31,0,2022,1,0,1,2022.0,1.0,0.0
Masculino,Medellín,Colombia,Envigado,El Salado,2,Soltero(a),Suramericana,Rural,Media,Estudiante básica,Transporte público,Activo,2021-02-06 10:00:00,NOCHE,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,2022-1,SEMESTRE 2,20,0,2022,1,0,0,2021.0,2.0,0.0
Masculino,Medellín,Colombia,Envigado,Loma Del Barro,3,Casado(a),EPS Sura,Urbana,Media,Independiente,Moto,Sancionado,2019-01-30 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2019-1,SEMESTRE 1,35,0,2019,1,0,0,2019.0,1.0,1.0
Femenino,Medellín,Colombia,Medellín,Alcalá,4,Soltero(a),EPS Sura,Urbana,,Estudiante superior,Transporte público,Cancelado,2021-04-27 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA MERCADEO Y VENTAS,2021-1,DÉCIMO,16,1,2021,1,0,0,2021.0,4.0,1.0
Femenino,Medellín,Colombia,Envigado,La Sebastiana,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,A pie,Graduado,2015-12-21 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2017-2,SEMESTRE 2,37,0,2017,2,0,0,2015.0,12.0,0.0
Masculino,Itagui,Colombia,Envigado,Primavera,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Envigado,Colombia,Envigado,Alto De Misael,2,Soltero(a),SISBEN,Rural,Media,Independiente,Transporte público,Sin estado,,NOCHE,03T-TÉCNICO LABORAL AUXILIAR EN LOGÍSTICA,,,30,0,,,0,0,,,
Masculino,Puerto Berrío,Colombia,Envigado,La Paz,3,Casado(a),EPS Sura,Urbana,Media,Empleado,A pie,Graduado,2015-02-03 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2015-2,SEMESTRE 2,43,0,2015,2,0,0,2015.0,2.0,0.0
Femenino,Venezuela,Colombia,Envigado,Barrio Mesa,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2020-08-21 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,8.0,0.0
Masculino,Cali,Colombia,Medellín,Conquistadores,5,Soltero(a),,Urbana,Media,Independiente,Transporte público,Inactivo,2016-07-27 10:00:00,DIURNA,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2016-2,SEMESTRE 1,45,0,2016,2,0,1,2016.0,7.0,1.0
Femenino,Medellín,Colombia,Envigado,La Pradera,2,Soltero(a),SISBEN,Rural,Media,Estudiante superior,Transporte público,Inactivo,2019-05-13 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2021-2,SEMESTRE 2,26,0,2021,2,0,0,2019.0,5.0,1.0
Masculino,Medellín,Colombia,Envigado,,3,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Rural,Básica secundaria,Desempleado,Transporte público,Inactivo,2017-01-19 10:00:00,DIURNA,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2017-2,SEMESTRE 2,21,0,2017,2,0,0,2017.0,1.0,1.0
Femenino,Bogotá,Colombia,Envigado,Las Flores,2,Soltero(a),Salud Total EPS,Urbana,,,Transporte público,Inactivo,2020-08-06 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,8.0,0.0
Masculino,Envigado,Colombia,Envigado,Las Flores,2,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Graduado,2016-05-06 10:00:00,NOCHE,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,2017-1,SEMESTRE 2,33,0,2017,1,0,0,2016.0,5.0,0.0
Masculino,Envigado,Colombia,Envigado,Barrio Mesa,3,Soltero(a),SISBEN,Urbana,Media,Empleado,A pie,Graduado,2016-05-06 10:00:00,NOCHE,19T-TÉCNICO LABORAL EN GASTRONOMIA INTERNACIONAL,2018-1,SEMESTRE 2,30,0,2018,1,0,0,2016.0,5.0,0.0
Masculino,Medellín,Colombia,Medellín,San José La Cima Nº 1,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Automóvil,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Femenino,Yolombó,Colombia,Bello,Zamora,1,,EPS Sura,Rural,,,Transporte público,Inactivo,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,16,1,2020,2,0,0,2020.0,7.0,0.0
Masculino,Itagui,Colombia,Itagui,San Fernando,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2021-08-20 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,14,1,2021,2,0,0,2021.0,8.0,0.0
Femenino,Cisneros,Colombia,Envigado,Zona Centro,3,Casado(a),Cafesalud  EPS,Urbana,Pregrado,Estudiante superior,Transporte público,Graduado,2015-06-30 10:00:00,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,2016-1,SEMESTRE 2,29,0,2016,1,0,1,2015.0,6.0,0.0
Masculino,Envigado,Colombia,Envigado,Los Naranjos,3,Soltero(a),EPS Sura,Urbana - rural,Básica secundaria,Estudiante básica,A pie,Inactivo,2021-08-31 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,18,1,2021,2,0,0,2021.0,8.0,0.0
Femenino,Medellín,Colombia,Itagui,San Gabriel,3,Soltero(a),EPS Sura,Urbana,,Estudiante básica,Transporte público,Inactivo,2021-09-08 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,18,1,2021,2,0,0,2021.0,9.0,0.0
Masculino,Medellín,Colombia,Envigado,El Trianón,3,Casado(a),EPS Sura,Urbana,Básica secundaria,Empleado,Transporte público,Graduado,2017-01-11 10:00:00,DIURNA,10T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO CON ÉNFASIS EN SISTEMAS (Solo Estudiantes Antiguos),2018-1,SEMESTRE 2,36,0,2018,1,0,0,2017.0,1.0,0.0
Femenino,Envigado,Colombia,Envigado,El Salado,2,Soltero(a),,Rural,,Desempleado,Transporte público,Sin estado,,NOCHE,01T-TÉCNICO LABORAL AUXILIAR DE TALENTO HUMANO,,,22,0,,,0,0,,,
Femenino,Bogotá,Colombia,Medellín,La Floresta,2,,,,,,Transporte público,Activo,2020-11-24 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,23,0,2020,2,1,1,2020.0,11.0,0.0
Masculino,Yarumal,Colombia,Envigado,Las Vegas,3,Soltero(a),Policía Nacional,Urbana,Media,Empleado,Transporte público,Graduado,2015-02-03 10:00:00,DIURNA,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2015-2,SEMESTRE 2,46,0,2015,2,0,1,2015.0,2.0,0.0
Masculino,Medellín,Colombia,Medellín,San Antonio De Prado,3,Soltero(a),EPS Sura,Urbana - rural,Media,Estudiante superior,Moto,Graduado,2018-12-17 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2019-2,SEMESTRE 2,20,0,2019,2,0,0,2018.0,12.0,0.0
Masculino,Envigado,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,Media,Independiente,Transporte público,Activo,2021-07-31 10:00:00,DIURNA,18T-TÉCNICO LABORAL EN GASTRONOMÍA,2022-1,SEMESTRE 2,9,0,2022,1,0,0,2021.0,7.0,0.0
Masculino,Cáceres,Colombia,Medellín,El Salado,2,Soltero(a),Nueva Promotora de Salud - Nueva EPS,Urbana,,Estudiante básica,Bicicleta,Cancelado,2020-07-24 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2020-2,NOVENO,20,1,2020,2,0,0,2020.0,7.0,1.0
Masculino,Itagui,Colombia,Envigado,La Paz,3,Soltero(a),Cruz Blanca  EPS,Urbana,Media,Empleado,A pie,Inactivo,2018-07-13 10:00:00,DIURNA,11T-TÉCNICO LABORAL EN AUXILIAR CONTABLE (Solo Estudiantes Antiguos),2018-2,SEMESTRE 1,23,0,2018,2,0,0,2018.0,7.0,1.0
Femenino,Panamá,Colombia,Envigado,Zona Centro,3,,,,,,Transporte público,Activo,2020-10-12 10:00:00,DIURNA,EXTENSIÓN - BIOSEGURIDAD,2020-2,SEMESTRE 1,51,0,2020,2,1,1,2020.0,10.0,0.0
Femenino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),EPS Sura,Urbana,Media,Empleado,Transporte público,Sin estado,,NOCHE,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,,,28,0,,,0,0,,,
Masculino,Envigado,Colombia,Envigado,La Mina,3,Soltero(a),Coomeva EPS,Urbana,Media,Empleado,Transporte público,Graduado,2018-01-10 10:00:00,NOCHE,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),2018-2,SEMESTRE 2,24,0,2018,2,0,0,2018.0,1.0,0.0
Masculino,Itagui,Colombia,Medellín,Guayabal,3,Soltero(a),EPS Sura,Urbana,Media,Estudiante superior,Transporte público,Inactivo,2019-07-09 10:00:00,DIURNA,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),2020-1,SEMESTRE 2,24,0,2020,1,0,0,2019.0,7.0,1.0
Masculino,Itagui,Colombia,Envigado,Barrio Mesa,2,Soltero(a),EPS Sura,Urbana,,Estudiante básica,A pie,Inactivo,2021-08-20 10:00:00,MEDIA TÉCNICA,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,2021-2,NOVENO,15,1,2021,2,0,0,2021.0,8.0,0.0
Femenino,Medellín,Colombia,Envigado,San Marcos,3,Casado(a),Asociación Mutual La Esperanza,Urbana,Media,Estudiante superior,Transporte público,Graduado,2018-08-03 10:00:00,NOCHE,02T-TÉCNICO LABORAL AUXILIAR EN GESTIÓN DOCUMENTAL,2019-1,SEMESTRE 2,38,0,2019,1,0,0,2018.0,8.0,0.0
Femenino,Itagui,Colombia,Envigado,La Magnolia,3,Unión libre,Salud Total EPS,Urbana,Media,Estudiante superior,Otro,Graduado,2019-12-10 10:00:00,NOCHE,06T-TÉCNICO LABORAL EN ATENCIÓN Y CUIDADO AL ADULTO MAYOR EN EL DOMICILIO,2020-1,SEMESTRE 1,39,0,2020,1,0,0,2019.0,12.0,0.0
Femenino,Caucasia,Colombia,Envigado,El Salado,2,Casado(a),EPS Sura,Urbana - rural,Básica secundaria,Estudiante superior,A pie,Activo,2021-08-09 10:00:00,NOCHE,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,2022-1,SEMESTRE 2,34,0,2022,1,0,0,2021.0,8.0,0.0
Femenino,Itagui,Colombia,Envigado,El Salado,2,Soltero(a),Saludcoop EPS  Organismo Cooperativo,Urbana,Media,Estudiante superior,A pie,Graduado,2017-07-12 10:00:00,NOCHE,28T-TÉCNICO LABORAL EN PANADERIA (Estudiantes Antiguos),2018-2,SEMESTRE 2,23,0,2018,2,0,0,2017.0,7.0,0.0
Femenino,Envigado,Colombia,Envigado,San José,2,Soltero(a),EPS Sura,Urbana,Básica secundaria,Estudiante básica,A pie,Graduado,2017-01-11 10:00:00,DIURNA,04T-TÉCNICO LABORAL AUXILIAR EN SEGURIDAD Y PREVENCIÓN  DE RIESGOS LABORALES (Estudiantes Antiguos),2018-1,SEMESTRE 2,22,0,2018,1,0,0,2017.0,1.0,0.0
