genero,edad,programa,jornada,ocupacion,eps,municipio_direccion,riesgo_%,prioridad,perfil
Masculino,21,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,56.1,Media,Perfil 2
Masculino,18,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Medellín,56.1,Media,Perfil 1
Masculino,21,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Empleado,Savia Salud,Envigado,56.1,Media,Perfil 1
Masculino,47,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,Policía Nacional,Envigado,56.0,Media,Perfil 1
Masculino,21,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Desempleado,Suramericana,Envigado,56.0,Media,Perfil 1
Masculino,17,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Desempleado,EPS Sura,Envigado,56.0,Media,Perfil 2
Masculino,37,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Estudiante superior,Sin registro,Envigado,56.0,Media,Perfil 2
Masculino,22,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Empleado,EPS Sura,Envigado,55.9,Media,Perfil 2
Masculino,18,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,Suramericana,Envigado,55.9,Media,Perfil 1
Masculino,17,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Desempleado,Famisanar Ltda.,Envigado,55.8,Media,Perfil 2
Masculino,19,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,SISBEN V2 - Nivel 1,Envigado,55.8,Media,Perfil 2
Masculino,18,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,Coomeva EPS,Envigado,55.8,Media,Perfil 1
Masculino,18,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Sin registro,EPS Sura,Envigado,55.8,Media,Perfil 3
Masculino,20,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Empleado,EPS Sura,Envigado,55.7,Media,Perfil 2
Masculino,17,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,NOCHE,Independiente,EPS Sura,Envigado,55.7,Media,Perfil 2
Masculino,24,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Independiente,EPS Sura,Envigado,55.7,Media,Perfil 2
Masculino,21,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Independiente,EPS Sura,Envigado,55.7,Media,Perfil 2
Masculino,33,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Independiente,EPS Sura,Itagui,55.7,Media,Perfil 1
Masculino,44,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Independiente,Salud Total EPS,Envigado,55.7,Media,Perfil 2
Masculino,27,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Independiente,Coomeva EPS,Medellín,55.7,Media,Perfil 1
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Coomeva EPS,Envigado,55.7,Media,Perfil 2
Masculino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante superior,EPS Sura,Envigado,55.7,Media,Perfil 3
Masculino,17,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Estudiante superior,EPS Sura,Envigado,55.7,Media,Perfil 1
Masculino,32,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,Sanitas EPS,Envigado,55.7,Media,Perfil 2
Masculino,33,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,55.6,Media,Perfil 1
Masculino,20,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,EPS Sura,Envigado,55.6,Media,Perfil 1
Masculino,18,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Desempleado,EPS Sura,Envigado,55.6,Media,Perfil 1
Masculino,21,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Desempleado,SISBEN,Envigado,55.6,Media,Perfil 1
Masculino,18,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Sin registro,SISBEN V2 - Nivel 1,Envigado,55.6,Media,Perfil 1
Masculino,16,MEDIA TÉCNICA TÉCNICO EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,MEDIA TÉCNICA,Sin registro,Sin registro,Itagui,55.5,Media,Perfil 2
Masculino,25,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Empleado,EPS Sura,Medellín,55.5,Media,Perfil 1
Masculino,24,14T-TÉCNICO LABORAL EN CONTABILIDAD,NOCHE,Empleado,EPS Sura,Envigado,55.5,Media,Perfil 1
Masculino,21,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,SISBEN,Envigado,55.5,Media,Perfil 2
Masculino,43,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,EPS Sura,Itagui,55.5,Media,Perfil 3
Masculino,19,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,55.5,Media,Perfil 2
Masculino,31,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Empleado,EPS Sura,Envigado,55.4,Media,Perfil 3
Masculino,17,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),DIURNA,Desempleado,Susalud,Envigado,55.4,Media,Perfil 2
Masculino,30,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 1
Masculino,51,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,EPS Sura,Envigado,55.4,Media,Perfil 2
Masculino,18,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 3
Masculino,19,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 1
Masculino,20,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 2
Masculino,19,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 3
Masculino,19,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 2
Masculino,18,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 1
Masculino,18,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,55.4,Media,Perfil 2
Masculino,20,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,EPS Sura,Envigado,55.4,Media,Perfil 2
Masculino,24,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Independiente,Salud Total EPS,Envigado,55.4,Media,Perfil 1
Masculino,21,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,SISBEN,Envigado,55.3,Media,Perfil 2
Masculino,17,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Desempleado,Savia Salud,Envigado,55.3,Media,Perfil 2
Masculino,20,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,EPS Sura,Envigado,55.3,Media,Perfil 1
Masculino,20,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,55.3,Media,Perfil 2
Masculino,25,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Desempleado,Suramericana,Envigado,55.3,Media,Perfil 1
Masculino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Medellín,55.3,Media,Perfil 2
Masculino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Medellín,55.3,Media,Perfil 2
Masculino,19,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Estudiante básica,EPS Sura,Envigado,55.3,Media,Perfil 2
Masculino,16,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),DIURNA,Estudiante superior,EPS Sura,Envigado,55.3,Media,Perfil 1
Masculino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,EPS Sura,Envigado,55.3,Media,Perfil 1
Masculino,18,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,55.3,Media,Perfil 1
Masculino,21,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Independiente,EPS Sura,Envigado,55.2,Media,Perfil 2
Masculino,30,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Empleado,EPS Sura,Envigado,55.2,Media,Perfil 1
Masculino,34,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Empleado,EPS Sura,Envigado,55.2,Media,Perfil 2
Femenino,26,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),DIURNA,Sin registro,Sin registro,Envigado,55.2,Media,Perfil 3
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante superior,Salud Total EPS,Envigado,55.2,Media,Perfil 1
Masculino,21,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,Sin registro,Envigado,55.2,Media,Perfil 1
Femenino,27,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Independiente,Suramericana,Medellín,55.2,Media,Perfil 3
Masculino,17,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Independiente,EPS Sura,Envigado,55.2,Media,Perfil 3
Masculino,22,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Independiente,EPS Sura,Envigado,55.2,Media,Perfil 3
Masculino,43,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,Coomeva EPS,Envigado,55.2,Media,Perfil 3
Masculino,20,21T-TÉCNICO LABORAL EN MANTENIMIENTO DE COMPUTADORES Y REDES LOCALES DE DATOS,NOCHE,Estudiante superior,Nueva Promotora de Salud - Nueva EPS,Medellín,55.2,Media,Perfil 3
Masculino,28,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,NOCHE,Independiente,Sanitas EPS,Envigado,55.2,Media,Perfil 1
Masculino,31,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Sin registro,SISBEN,Envigado,55.2,Media,Perfil 2
Femenino,41,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Independiente,EPS Sura,Envigado,55.1,Media,Perfil 2
Masculino,18,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,EPS Sura,Envigado,55.1,Media,Perfil 2
Masculino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,EPS Sura,Envigado,55.1,Media,Perfil 3
Masculino,16,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,EPS Sura,Envigado,55.1,Media,Perfil 3
Masculino,27,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Independiente,SISBEN,Envigado,55.1,Media,Perfil 1
Masculino,37,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Independiente,Savia Salud,Envigado,55.1,Media,Perfil 1
Masculino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,Suramericana,Envigado,55.1,Media,Perfil 3
Masculino,20,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,TARDE,Estudiante básica,EPS Sura,Envigado,55.1,Media,Perfil 1
Masculino,43,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,Coomeva EPS,Envigado,55.1,Media,Perfil 1
Masculino,23,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Empleado,EPS Sura,Envigado,55.1,Media,Perfil 2
Masculino,39,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Empleado,SISBEN,Medellín,55.0,Media,Perfil 2
Masculino,26,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,Sin registro,Envigado,55.0,Media,Perfil 2
Masculino,31,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,55.0,Media,Perfil 1
Masculino,29,24T-TÉCNICO LABORAL EN MECANICA AUTOMOTRIZ (Estudiantes Antiguos),NOCHE,Desempleado,Sin registro,Envigado,55.0,Media,Perfil 2
Masculino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,55.0,Media,Perfil 1
Masculino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,55.0,Media,Perfil 3
Masculino,23,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Medellín,55.0,Media,Perfil 2
Masculino,18,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,55.0,Media,Perfil 1
Masculino,22,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,EPS Sura,Itagui,55.0,Media,Perfil 3
Masculino,30,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,55.0,Media,Perfil 2
Masculino,30,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,55.0,Media,Perfil 2
Masculino,21,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,54.9,Media,Perfil 2
Masculino,18,17T-TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,54.9,Media,Perfil 1
Masculino,26,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Empleado,SISBEN,Envigado,54.9,Media,Perfil 2
Masculino,24,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Medellín,54.9,Media,Perfil 1
Masculino,53,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,EPS Sura,Envigado,54.9,Media,Perfil 3
Masculino,23,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,EPS Sura,Envigado,54.9,Media,Perfil 2
Masculino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Envigado,54.9,Media,Perfil 1
Masculino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Envigado,54.9,Media,Perfil 1
Masculino,26,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Envigado,54.9,Media,Perfil 3
Masculino,22,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Desempleado,EPS Sura,Envigado,54.9,Media,Perfil 1
Masculino,19,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Empleado,EPS Sura,Envigado,54.8,Media,Perfil 3
Masculino,21,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Estudiante superior,Sin registro,Envigado,54.8,Media,Perfil 3
Masculino,24,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,SISBEN,Envigado,54.8,Media,Perfil 1
Femenino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Sin registro,Sin registro,Medellín,54.8,Media,Perfil 2
Masculino,18,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Desempleado,EPS Sura,Envigado,54.8,Media,Perfil 2
Masculino,19,18T-TÉCNICO LABORAL EN GASTRONOMÍA,NOCHE,Desempleado,EPS Sura,Envigado,54.8,Media,Perfil 3
Masculino,28,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,EPS Sura,Envigado,54.8,Media,Perfil 3
Masculino,22,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Estudiante superior,EPS Sura,Envigado,54.8,Media,Perfil 1
Masculino,27,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,DIURNA,Independiente,Coomeva EPS,Envigado,54.8,Media,Perfil 1
Masculino,20,23T-TÉCNICO LABORAL EN MARKETING Y VENTA DE PRODUCTOS Y SERVICIOS,DIURNA,Independiente,EPS Sura,Itagui,54.8,Media,Perfil 1
Masculino,21,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,SISBEN,Envigado,54.7,Media,Perfil 2
Masculino,60,29T-TÉCNICO LABORAL EN PANADERIA Y REPOSTERIA,DIURNA,Independiente,No afiliado a EPS,Envigado,54.7,Media,Perfil 1
Masculino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,54.7,Media,Perfil 2
Masculino,61,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Independiente,Salud Total EPS,Envigado,54.7,Media,Perfil 1
Masculino,39,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Desempleado,Salud Total EPS,Envigado,54.7,Media,Perfil 3
Masculino,36,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Sin registro,Sin registro,Envigado,54.7,Media,Perfil 1
Masculino,20,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Estudiante superior,Sin registro,Envigado,54.6,Media,Perfil 1
Masculino,61,16T-TÉCNICO LABORAL EN ELECTRICISTA,NOCHE,Desempleado,Sin registro,Envigado,54.6,Media,Perfil 1
Masculino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,Sanitas EPS,Envigado,54.6,Media,Perfil 3
Masculino,35,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Empleado,Nueva Promotora de Salud - Nueva EPS,Envigado,54.6,Media,Perfil 1
Masculino,29,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Estudiante superior,Coomeva EPS,Envigado,54.6,Media,Perfil 1
Masculino,25,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Independiente,EPS Sura,Envigado,54.6,Media,Perfil 2
Masculino,19,13T-TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,NOCHE,Desempleado,EPS Sura,Envigado,54.6,Media,Perfil 1
Masculino,20,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,EPS Sura,Envigado,54.6,Media,Perfil 1
Masculino,20,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,54.6,Media,Perfil 2
Masculino,19,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,Coomeva EPS,Envigado,54.6,Media,Perfil 2
Masculino,27,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Independiente,Sin registro,Envigado,54.5,Media,Perfil 1
Masculino,16,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,Sanitas EPS,Envigado,54.5,Media,Perfil 1
Masculino,22,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,54.5,Media,Perfil 2
Masculino,25,30T-TÉCNICO LABORAL EN EDUCACIÓN PARA LA PRIMERA INFANCIA,NOCHE,Desempleado,EPS Sura,Envigado,54.5,Media,Perfil 2
Masculino,33,37 - TÉCNICO POR COMPETENCIAS ASISTENTE EN ENTRENAMIENTO FÍSICO Y DEPORTIVO,DIURNA,Desempleado,EPS Sura,Envigado,54.5,Media,Perfil 1
Masculino,22,22T-TÉCNICO LABORAL EN MARKETING DIGITAL,NOCHE,Independiente,EPS Sura,Envigado,54.5,Media,Perfil 2
Masculino,17,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Desempleado,Savia Salud,Envigado,54.5,Media,Perfil 2
Masculino,22,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,EPS Sura,Envigado,54.5,Media,Perfil 2
Masculino,17,04-V Técnico Laboral Auxiliar Análisis de Datos E Inteligencia Artificial (50% Modalidad Distancia),DIURNA,Estudiante básica,Sin registro,Envigado,54.5,Media,Perfil 2
Masculino,38,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,Suramericana,Envigado,54.5,Media,Perfil 1
Masculino,34,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,NOCHE,Desempleado,EPS Sura,Envigado,54.5,Media,Perfil 2
Masculino,18,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Estudiante superior,EPS Sura,La Estrella,54.5,Media,Perfil 1
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,Salud Total EPS,Envigado,54.4,Media,Perfil 1
Masculino,35,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Independiente,SISBEN,Envigado,54.4,Media,Perfil 1
Masculino,17,MEDIA TECNICA MARKETING DIGITAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,54.4,Media,Perfil 1
Masculino,35,26T-TÉCNICO LABORAL EN MECÁNICA DE MOTOS  (Estudiantes Antiguos),NOCHE,Sin registro,Sin registro,Envigado,54.3,Media,Perfil 1
Masculino,21,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,NOCHE,Desempleado,EPS Sura,Itagui,54.3,Media,Perfil 2
Masculino,25,12T-TÉCNICO LABORAL EN AUXILIAR DE RECURSO HUMANO,NOCHE,Empleado,EPS Sura,Sabaneta,54.3,Media,Perfil 3
Masculino,21,31T-TÉCNICO LABORAL EN SISTEMAS (Estudiantes Antiguos),NOCHE,Desempleado,Nueva Promotora de Salud - Nueva EPS,Envigado,54.3,Media,Perfil 2
Masculino,19,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,Salud Total EPS,Sabaneta,54.3,Media,Perfil 1
Masculino,17,08T-TÉCNICO LABORAL EN AUTOMOTRIZ,DIURNA,Estudiante básica,Coomeva EPS,Envigado,54.2,Media,Perfil 1
Masculino,21,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Estudiante superior,EPS Sura,Envigado,54.2,Media,Perfil 1
Masculino,26,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Medellín,54.2,Media,Perfil 2
Masculino,26,EXTENSIÓN HERRAMIENTAS TICS MEDIO,DIURNA,Sin registro,Sin registro,Medellín,54.2,Media,Perfil 2
Masculino,18,25T-TÉCNICO LABORAL EN MECANICA DE MOTOCICLETAS,DIURNA,Estudiante básica,SISBEN,Envigado,54.2,Media,Perfil 1
Masculino,21,20T-TÉCNICO LABORAL EN JOYERIA,DIURNA,Empleado,Salud Total EPS,Medellín,54.2,Media,Perfil 1
Masculino,25,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,54.2,Media,Perfil 2
Masculino,25,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,54.2,Media,Perfil 3
Masculino,25,EXTENSIÓN MANIPULACIÓN DE ALIMENTOS,DIURNA,Sin registro,Sin registro,Envigado,54.2,Media,Perfil 3
Masculino,34,FORMACIÓN EN CONOCIMIENTOS ACADÉMICOS PARA LA ACTUALIZACIÓN DEL DESEMPEÑO DOCENTE CEFIT,NOCHE,Empleado,Salud Vida EPS,Itagui,54.2,Media,Perfil 1
Masculino,20,09T-TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,DIURNA,Estudiante superior,SISBEN,Envigado,54.2,Media,Perfil 2
Masculino,21,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Desempleado,EPS Sura,Envigado,54.1,Media,Perfil 2
Masculino,38,14T-TÉCNICO LABORAL EN CONTABILIDAD,DIURNA,Empleado,Savia Salud,Envigado,54.1,Media,Perfil 1
Masculino,36,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,NOCHE,Empleado,EPS Sura,Envigado,54.1,Media,Perfil 1
Masculino,18,01-V- TÉCNICO LABORAL EN MARKETING DIGITAL A DISTANCIA,NOCHE,Estudiante básica,Sin registro,Envigado,54.1,Media,Perfil 2
Masculino,21,18T-TÉCNICO LABORAL EN GASTRONOMÍA,DIURNA,Desempleado,EPS Sura,Envigado,54.1,Media,Perfil 2
Masculino,22,36T -  TÉCNICO LABORAL EN AUXILIAR ANÁLISIS Y PROGRAMACIÓN DE SOFTWARE,DIURNA,Desempleado,EPS Sura,Envigado,54.1,Media,Perfil 3
Masculino,29,EXTENSIÓN - BIOSEGURIDAD,DIURNA,Sin registro,Sin registro,Envigado,54.1,Media,Perfil 2
Masculino,15,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,EPS Sura,Envigado,54.1,Media,Perfil 2
Masculino,16,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Sin registro,Savia Salud,Envigado,54.1,Media,Perfil 1
Masculino,14,MEDIA TÉCNICA - ORIENTACIÓN VOCACIONAL,MEDIA TÉCNICA,Estudiante básica,SISBEN,San Rafael,54.1,Media,Perfil 1
